subject,course_number,course_text_narrative,title_short_desc
ENGR,4882,"Through discussions with the course instructor and other faculty members, students will determine a design-related engineering problem they wish to study.  A detailed written project proposal will be submitted and approved by the chosen faculty project director. Working as individuals or in teams, students will apply the design process by developing projects from the proposal stage to the test, evaluation, and implementation stages. Students are expected to follow this course with ENGR 4892 Senior Engineering Design II. This course is for engineering students majoring in more than one discipline. Students must meet the senior engineering design prerequisites for their chosen majors to be eligible to enroll. Prerequisite(s): (ENGR 3303 or ENGR 3302). Senior standing required and permission of the department required. Admission to Engineering & Physics Upper Division required.",Senior Engineering Design I
ACM,1132,"Through analysis of different social, cultural, historical, and economic and political musical influences, students will develop the ability to recognize, discuss and analyze different musical genres through the decades.",Music Culture
BIO,2314L,"Three hours of laboratory per week accompany BIO 2314.  The laboratory provides hands-on experience in handling, isolating, staining and identifying bacteria and introduces the student to protozoans, algae, fungi and viruses.",Intro Microbio Lab
BIO,1404L,Three hour per week laboratory to accompany BIO 1404.,Animal Biology Laboratory
BIO,1304L,Three hour per week laboratory to accompany BIO 1304.,Plant Biology Laboratory
PTE,1010,This zero credit class provides students with the information that is needed to successfully navigate the teacher education process.  Students will meet the staff members from Teacher Education Services and receive information about admission to teacher education and the electronic assessment portfolio as well as the testing requirements for teacher certification in Oklahoma.,Intro to Teacher Education
DES,3721,"This workshop style course will introduce students to basic bookmaking, folding and prototyping techniques through hands-on exercises and activities.  No prior design knowledge or courses are required.  Prerequisite(s):  Sophomore standing or above.",Bookmaking & Prototyping
ART,4343,This web course offers a study of the cultural and historical significance of the art from various cultures. Symbols that are common to cultures throughout the world will be discussed in relation to their meanings and possible origins.  Prerequisite(s):  Junior or senior standing.,Multicultural Art
MGMT,4213,"This upper level course explores the historical evolution of management theory and practice.  Students will apply the course content through live case studies, service learning projects, or other forms of field research.  Prerequisite(s):  MGMT 3103, 3313 and junior standing or above.",Management Theory
MUS,5463,"This title embraces a continually changing variety of specific courses in the broad field of music theory, each designed around the particular expertise or research interest of the individual instructor.  The subject areas include but are not limited to specific analytical techniques, the analysis of specific repertoires, issues in the history of theory, and contemporary issues in theoretical analysis.  In each case an emphasis is placed on the state of current research in the field and the involvement of students in independent research.",Studies in Music Theory
MUS,5753,"This title embraces a continually changing variety of specific courses in the broad field of music history, each designed around the particular expertise or research interest of the individual instructor.  The subject areas include but are not limited to genre studies, individual composers, limited period studies and contemporary issues.  In each case an emphasis is placed on the state of current research in the field and the involvement of students in independent research.",Studies in Music History
